ID,util,times30dpd,dti,bad
16791,"28,70%",0,"11,00%",0
16792,"90,80%",2,"54,00%",1
16793,"4,10%",0,"7,00%",0
16794,"65,20%",1,"44,00%",0
16795,"58,20%",2,"50,00%",1
16796,"68,80%",0,"40,00%",0
16797,"63,90%",1,"53,00%",1
16798,"1,90%",1,"7,00%",0
16799,"27,90%",1,"13,00%",0
16800,"19,40%",0,"10,00%",0
16801,"13,10%",0,"32,00%",0
16802,"15,70%",2,"1,00%",0
16803,"58,30%",1,"37,00%",0
16804,"48,80%",1,"13,00%",1
16805,"58,00%",0,"8,00%",0
16806,"36,80%",0,"49,00%",0
16807,"26,50%",0,"14,00%",0
16808,"53,30%",0,"37,00%",0
16809,"70,10%",1,"16,00%",0
16810,"60,80%",0,"39,00%",1
16811,"62,40%",1,"16,00%",0
16812,"13,50%",0,"43,00%",0
16813,"51,40%",0,"10,00%",0
16814,"81,30%",2,"17,00%",0
16815,"26,10%",1,"16,00%",0
16816,"6,50%",1,"20,00%",0
16817,"45,50%",0,"57,00%",0
16818,"57,70%",0,"53,00%",1
16819,"47,90%",2,"21,00%",0
16820,"32,30%",0,"36,00%",0
16821,"41,50%",1,"41,00%",0
16822,"19,80%",0,"36,00%",1
16823,"76,50%",4,"56,00%",1
16824,"58,60%",0,"0,00%",0
16825,"61,50%",2,"36,00%",0
16826,"12,90%",0,"10,00%",0
16827,"21,30%",0,"7,00%",0
16828,"14,30%",0,"13,00%",0
16829,"45,90%",2,"78,00%",1
16830,"65,30%",1,"29,00%",0
16831,"77,70%",0,"47,00%",0
16832,"49,00%",0,"28,00%",0
16833,"4,60%",0,"21,00%",0
16834,"7,10%",0,"13,00%",0
16835,"30,60%",0,"16,00%",0
16836,"34,60%",0,"37,00%",0
16837,"13,00%",0,"15,00%",0
16838,"18,50%",0,"27,00%",0
16839,"41,80%",0,"28,00%",0
16840,"36,60%",1,"24,00%",0
16841,"86,40%",1,"3,00%",1
16842,"66,00%",0,"7,00%",0
16843,"31,60%",0,"12,00%",0
16844,"26,30%",1,"22,00%",0
16845,"44,40%",0,"42,00%",0
16846,"49,00%",2,"40,00%",1
16847,"13,30%",0,"12,00%",0
16848,"16,10%",0,"25,00%",0
16849,"53,20%",0,"19,00%",0
16850,"52,60%",2,"77,00%",1
16851,"72,90%",3,"67,00%",1
16852,"39,40%",0,"15,00%",0
16853,"47,00%",1,"29,00%",1
16854,"45,30%",0,"47,00%",0
16855,"19,60%",0,"7,00%",0
16856,"13,60%",0,"7,00%",0
16857,"9,00%",0,"14,00%",0
16858,"49,20%",1,"9,00%",0
16859,"31,10%",0,"17,00%",0
16860,"99,40%",4,"37,00%",1
16861,"13,30%",1,"23,00%",0
16862,"20,60%",0,"44,00%",0
16863,"87,00%",1,"45,00%",0
16864,"11,70%",0,"66,00%",0
16865,"3,10%",1,"3,00%",0
16866,"21,20%",1,"28,00%",1
16867,"51,90%",1,"4,00%",0
16868,"40,90%",0,"9,00%",0
16869,"23,20%",1,"18,00%",0
16870,"10,10%",0,"18,00%",0
16871,"2,00%",0,"40,00%",0
16872,"57,50%",0,"10,00%",0
16873,"43,30%",2,"7,00%",0
16874,"68,90%",1,"60,00%",0
16875,"50,30%",2,"55,00%",1
16876,"72,90%",1,"15,00%",1
16877,"21,20%",0,"33,00%",0
16878,"2,00%",0,"19,00%",0
16879,"44,10%",3,"24,00%",0
16880,"56,60%",3,"26,00%",0
16881,"67,10%",0,"33,00%",0
16882,"12,10%",0,"33,00%",0
16883,"28,00%",0,"6,00%",0
16884,"70,00%",1,"37,00%",0
16885,"15,60%",0,"2,00%",0
16886,"46,60%",0,"9,00%",0
16887,"40,10%",0,"3,00%",0
16888,"5,70%",2,"22,00%",0
16889,"60,80%",0,"55,00%",1
16890,"10,00%",0,"19,00%",0
16891,"36,50%",2,"57,00%",1
16892,"20,10%",1,"3,00%",0
16893,"1,30%",0,"18,00%",0
16894,"30,30%",0,"30,00%",0
16895,"54,10%",1,"48,00%",0
16896,"13,10%",0,"25,00%",0
16897,"69,60%",0,"21,00%",0
16898,"0,10%",0,"15,00%",0
16899,"13,30%",0,"8,00%",0
16900,"21,60%",0,"23,00%",0
16901,"6,50%",0,"1,00%",0
16902,"29,80%",0,"22,00%",0
16903,"12,20%",0,"36,00%",0
16904,"9,50%",1,"35,00%",1
16905,"19,10%",2,"23,00%",0
16906,"70,10%",1,"11,00%",0
16907,"56,80%",1,"25,00%",0
16908,"63,10%",3,"19,00%",1
16909,"0,30%",0,"28,00%",0
16910,"53,50%",0,"13,00%",0
16911,"6,80%",0,"43,00%",0
16912,"58,10%",2,"7,00%",1
16913,"6,90%",1,"48,00%",0
16914,"9,40%",0,"1,00%",0
16915,"58,40%",1,"58,00%",1
16916,"1,50%",1,"52,00%",0
16917,"13,90%",0,"25,00%",0
16918,"74,10%",1,"18,00%",0
16919,"29,80%",1,"21,00%",0
16920,"82,60%",3,"36,00%",0
16921,"56,70%",0,"39,00%",0
16922,"73,60%",1,"39,00%",0
16923,"47,50%",1,"16,00%",0
16924,"59,90%",0,"26,00%",0
16925,"92,20%",2,"19,00%",0
16926,"69,80%",2,"44,00%",0
16927,"37,40%",1,"37,00%",0
16928,"35,90%",2,"13,00%",0
16929,"82,70%",1,"12,00%",0
16930,"24,00%",0,"31,00%",0
16931,"50,20%",3,"50,00%",1
16932,"21,50%",0,"25,00%",0
16933,"49,70%",1,"14,00%",0
16934,"27,40%",0,"44,00%",0
16935,"17,10%",0,"28,00%",0
16936,"40,10%",0,"30,00%",0
16937,"30,70%",0,"15,00%",1
16938,"10,70%",0,"38,00%",0
16939,"64,50%",1,"48,00%",0
16940,"49,90%",3,"27,00%",0
16941,"48,70%",0,"22,00%",1
16942,"46,50%",2,"18,00%",0
16943,"58,60%",2,"24,00%",0
16944,"11,20%",0,"13,00%",0
16945,"6,30%",0,"18,00%",0
16946,"35,90%",0,"9,00%",0
16947,"61,60%",1,"25,00%",1
16948,"62,00%",0,"20,00%",1
16949,"18,50%",0,"62,00%",0
16950,"40,20%",0,"28,00%",0
16951,"28,10%",0,"25,00%",0
16952,"76,30%",1,"13,00%",1
16953,"4,30%",0,"21,00%",0
16954,"65,70%",3,"37,00%",1
16955,"34,40%",0,"41,00%",0
16956,"34,60%",1,"21,00%",0
16957,"9,60%",0,"42,00%",0
16958,"59,70%",0,"11,00%",0
16959,"11,20%",0,"32,00%",0
16960,"76,20%",3,"31,00%",1
16961,"13,80%",2,"8,00%",1
16962,"20,70%",1,"11,00%",0
16963,"11,60%",0,"26,00%",0
16964,"72,20%",3,"30,00%",1
16965,"57,30%",2,"12,00%",0
16966,"16,80%",3,"20,00%",0
16967,"36,20%",2,"23,00%",0
16968,"50,60%",1,"36,00%",0
16969,"74,30%",0,"25,00%",1
16970,"12,60%",0,"11,00%",0
16971,"19,90%",0,"21,00%",0
16972,"8,60%",0,"6,00%",0
16973,"71,50%",2,"68,00%",1
16974,"6,90%",0,"1,00%",0
16975,"66,10%",1,"24,00%",0
16976,"5,80%",0,"36,00%",0
16977,"2,10%",0,"36,00%",0
16978,"95,10%",0,"46,00%",1
16979,"21,10%",0,"29,00%",0
16980,"4,50%",0,"5,00%",0
16981,"16,10%",1,"42,00%",1
16982,"75,00%",1,"30,00%",1
16983,"9,40%",2,"27,00%",0
16984,"6,70%",0,"77,00%",1
16985,"1,30%",0,"11,00%",0
16986,"7,00%",0,"25,00%",0
16987,"92,30%",2,"61,00%",1
16988,"59,80%",0,"16,00%",0
16989,"71,10%",2,"40,00%",0
16990,"9,70%",0,"45,00%",0
16991,"29,80%",3,"16,00%",0
16992,"85,90%",2,"21,00%",0
16993,"22,30%",0,"10,00%",0
16994,"4,20%",0,"15,00%",0
16995,"77,90%",0,"25,00%",0
16996,"74,20%",2,"19,00%",0
16997,"13,30%",0,"22,00%",0
16998,"61,10%",0,"63,00%",0
16999,"89,20%",3,"31,00%",1
17000,"3,70%",0,"55,00%",0
17001,"63,30%",0,"19,00%",0
17002,"10,00%",0,"10,00%",0
17003,"13,50%",0,"5,00%",0
17004,"47,50%",0,"23,00%",0
17005,"33,30%",0,"14,00%",0
17006,"3,10%",1,"3,00%",0
17007,"21,60%",1,"17,00%",0
17008,"69,50%",1,"15,00%",0
17009,"84,60%",1,"20,00%",1
17010,"57,30%",0,"44,00%",0
17011,"65,10%",2,"37,00%",1
17012,"0,10%",0,"1,00%",0
17013,"10,20%",3,"13,00%",0
17014,"9,60%",1,"9,00%",0
17015,"5,20%",2,"19,00%",0
17016,"30,40%",1,"1,00%",0
17017,"21,50%",0,"6,00%",0
17018,"75,30%",4,"34,00%",1
17019,"12,90%",0,"26,00%",0
17020,"33,80%",1,"10,00%",0
17021,"14,80%",0,"29,00%",0
17022,"18,90%",0,"71,00%",0
17023,"39,10%",2,"2,00%",0
17024,"58,80%",2,"48,00%",1
17025,"16,60%",1,"4,00%",0
17026,"59,00%",2,"8,00%",0
17027,"91,40%",2,"27,00%",1
17028,"15,30%",0,"48,00%",0
17029,"5,20%",0,"2,00%",0
17030,"61,30%",0,"12,00%",0
17031,"1,30%",0,"3,00%",0
17032,"29,60%",0,"30,00%",0
17033,"60,20%",0,"14,00%",0
17034,"52,50%",0,"11,00%",0
17035,"6,00%",0,"25,00%",0
17036,"69,90%",2,"36,00%",0
17037,"79,30%",0,"14,00%",0
17038,"66,10%",2,"2,00%",0
17039,"15,70%",0,"0,00%",0
17040,"13,50%",0,"20,00%",0
17041,"1,00%",0,"34,00%",0
17042,"22,50%",2,"9,00%",0
17043,"9,30%",2,"12,00%",0
17044,"48,80%",1,"40,00%",1
17045,"2,80%",0,"13,00%",0
17046,"41,00%",0,"26,00%",0
17047,"9,50%",0,"47,00%",0
17048,"52,60%",0,"44,00%",1
17049,"57,50%",1,"21,00%",0
17050,"63,30%",3,"37,00%",1
17051,"18,70%",2,"38,00%",1
17052,"98,80%",2,"42,00%",1
17053,"56,00%",1,"57,00%",0
17054,"72,10%",0,"35,00%",0
17055,"50,50%",0,"15,00%",0
17056,"67,10%",0,"1,00%",0
17057,"75,70%",1,"46,00%",0
17058,"6,70%",0,"22,00%",0
17059,"38,90%",0,"22,00%",0
17060,"41,20%",2,"26,00%",0
17061,"38,70%",0,"13,00%",0
17062,"16,60%",1,"51,00%",0
17063,"58,90%",2,"44,00%",1
17064,"59,10%",1,"14,00%",1
17065,"16,80%",0,"24,00%",0
17066,"23,60%",0,"74,00%",0
17067,"67,30%",0,"34,00%",0
17068,"93,50%",0,"23,00%",0
17069,"0,30%",0,"23,00%",0
17070,"20,20%",2,"27,00%",0
17071,"11,10%",0,"49,00%",0
17072,"63,90%",2,"39,00%",0
17073,"20,10%",1,"28,00%",1
17074,"22,40%",0,"3,00%",0
17075,"52,70%",0,"22,00%",0
17076,"83,30%",3,"36,00%",1
17077,"61,40%",0,"4,00%",0
17078,"19,70%",0,"11,00%",0
17079,"69,00%",0,"24,00%",0
17080,"78,00%",1,"15,00%",0
17081,"19,60%",0,"53,00%",0
17082,"56,50%",2,"26,00%",0
17083,"61,50%",3,"30,00%",1
17084,"3,00%",0,"20,00%",0
17085,"35,00%",2,"49,00%",1
17086,"8,20%",0,"18,00%",0
17087,"7,30%",0,"10,00%",0
17088,"24,60%",0,"27,00%",0
17089,"28,30%",2,"34,00%",1
17090,"28,20%",1,"33,00%",0
17091,"74,70%",3,"31,00%",1
17092,"37,80%",2,"30,00%",0
17093,"3,70%",0,"8,00%",0
17094,"80,10%",0,"12,00%",0
17095,"52,40%",0,"11,00%",0
17096,"78,40%",2,"33,00%",0
17097,"20,70%",3,"30,00%",1
17098,"60,10%",1,"17,00%",0
17099,"0,90%",0,"17,00%",0
17100,"45,10%",1,"21,00%",0
17101,"95,40%",2,"57,00%",1
17102,"74,10%",1,"77,00%",1
17103,"36,50%",1,"33,00%",1
17104,"8,90%",0,"64,00%",1
17105,"2,90%",0,"4,00%",0
17106,"10,50%",0,"22,00%",0
17107,"16,00%",0,"15,00%",0
17108,"31,40%",2,"22,00%",0
17109,"29,70%",0,"31,00%",0
17110,"64,90%",2,"42,00%",0
17111,"5,20%",0,"65,00%",0
17112,"66,40%",0,"16,00%",0
17113,"68,40%",0,"58,00%",1
17114,"35,80%",1,"18,00%",0
17115,"24,80%",0,"29,00%",0
17116,"58,30%",1,"28,00%",0
17117,"79,50%",3,"31,00%",0
17118,"69,90%",1,"56,00%",1
17119,"67,10%",0,"18,00%",0
17120,"14,70%",1,"17,00%",0
17121,"56,20%",0,"38,00%",0
17122,"60,90%",0,"21,00%",0
17123,"81,20%",2,"20,00%",1
17124,"50,80%",2,"5,00%",0
17125,"1,60%",0,"2,00%",0
17126,"80,10%",0,"32,00%",1
17127,"26,30%",1,"26,00%",0
17128,"58,80%",1,"29,00%",0
17129,"30,40%",1,"34,00%",0
17130,"12,50%",0,"17,00%",0
17131,"1,30%",0,"9,00%",0
17132,"40,10%",0,"27,00%",0
17133,"5,60%",0,"32,00%",0
17134,"3,80%",0,"15,00%",0
17135,"61,20%",1,"15,00%",0
17136,"8,10%",0,"22,00%",0
17137,"10,80%",0,"17,00%",0
17138,"42,80%",2,"70,00%",0
17139,"38,20%",0,"42,00%",0
17140,"55,30%",0,"34,00%",0
17141,"15,10%",0,"27,00%",0
17142,"53,60%",2,"20,00%",0
17143,"22,50%",0,"6,00%",0
17144,"6,20%",0,"41,00%",0
17145,"41,20%",0,"2,00%",0
17146,"5,10%",1,"31,00%",0
17147,"80,80%",2,"29,00%",1
17148,"53,70%",0,"4,00%",0
17149,"17,90%",0,"5,00%",0
17150,"56,40%",2,"38,00%",0
17151,"73,70%",1,"25,00%",0
17152,"45,10%",0,"51,00%",0
17153,"44,60%",0,"37,00%",1
17154,"46,50%",0,"44,00%",0
17155,"74,50%",0,"22,00%",1
17156,"57,50%",0,"40,00%",0
17157,"18,30%",0,"43,00%",0
17158,"98,00%",2,"25,00%",0
17159,"46,60%",1,"45,00%",0
17160,"0,00%",0,"29,00%",0
17161,"69,60%",1,"38,00%",1
17162,"70,50%",2,"16,00%",0
17163,"13,00%",3,"50,00%",0
17164,"61,30%",0,"13,00%",0
17165,"69,00%",0,"47,00%",0
17166,"45,50%",3,"62,00%",0
17167,"71,00%",0,"12,00%",0
17168,"35,50%",1,"56,00%",1
17169,"6,40%",0,"17,00%",0
17170,"66,80%",1,"71,00%",0
17171,"69,00%",1,"16,00%",0
17172,"7,60%",2,"7,00%",0
17173,"59,70%",0,"49,00%",0
17174,"90,40%",2,"43,00%",1
17175,"49,80%",1,"14,00%",1
17176,"57,70%",1,"30,00%",0
17177,"83,20%",0,"7,00%",0
17178,"22,00%",3,"25,00%",1
17179,"14,30%",2,"33,00%",0
17180,"19,20%",0,"9,00%",0
17181,"6,20%",0,"45,00%",0
17182,"84,50%",1,"28,00%",0
17183,"15,70%",0,"33,00%",0
17184,"66,60%",2,"20,00%",0
17185,"4,30%",1,"54,00%",0
17186,"56,80%",0,"34,00%",0
17187,"23,70%",0,"14,00%",0
17188,"20,30%",0,"22,00%",0
17189,"70,10%",1,"21,00%",0
17190,"10,90%",0,"18,00%",0
17191,"6,80%",0,"40,00%",0
17192,"92,70%",4,"5,00%",1
17193,"36,60%",3,"34,00%",0
17194,"8,60%",0,"31,00%",0
17195,"73,90%",3,"37,00%",1
17196,"42,40%",0,"42,00%",0
17197,"89,60%",0,"73,00%",1
17198,"16,80%",0,"6,00%",0
17199,"22,20%",1,"40,00%",0
17200,"35,80%",0,"26,00%",0
17201,"64,70%",1,"8,00%",0
17202,"65,10%",2,"37,00%",1
17203,"7,30%",0,"42,00%",1
17204,"20,00%",0,"65,00%",1
17205,"23,30%",2,"15,00%",1
17206,"88,90%",3,"54,00%",1
17207,"36,70%",0,"55,00%",1
17208,"92,00%",1,"42,00%",0
17209,"56,20%",1,"22,00%",0
17210,"50,10%",1,"41,00%",1
17211,"21,60%",0,"30,00%",0
17212,"12,10%",2,"4,00%",0
17213,"47,20%",2,"19,00%",0
17214,"70,80%",0,"60,00%",1
17215,"9,90%",0,"5,00%",0
17216,"14,90%",0,"13,00%",0
17217,"29,30%",0,"54,00%",1
17218,"39,70%",1,"23,00%",0
17219,"27,20%",0,"32,00%",0
17220,"6,40%",2,"24,00%",1
17221,"64,40%",2,"34,00%",1
17222,"20,70%",0,"9,00%",0
17223,"80,40%",4,"44,00%",1
17224,"27,70%",0,"4,00%",0
17225,"19,50%",0,"16,00%",0
17226,"73,20%",1,"35,00%",0
17227,"16,60%",2,"62,00%",0
17228,"51,10%",2,"60,00%",1
17229,"64,50%",0,"18,00%",0
17230,"15,70%",0,"7,00%",0
17231,"44,70%",0,"27,00%",0
17232,"8,50%",0,"9,00%",0
17233,"6,40%",0,"53,00%",0
17234,"12,90%",1,"37,00%",0
17235,"39,40%",2,"42,00%",0
17236,"59,20%",1,"38,00%",1
17237,"48,20%",0,"54,00%",0
17238,"61,30%",0,"38,00%",0
17239,"30,90%",0,"23,00%",0
17240,"7,10%",0,"16,00%",0
17241,"58,40%",1,"18,00%",0
17242,"53,20%",0,"22,00%",0
17243,"15,10%",0,"23,00%",0
17244,"56,90%",2,"35,00%",1
17245,"27,10%",0,"56,00%",1
17246,"13,30%",1,"23,00%",0
17247,"16,30%",0,"48,00%",0
17248,"64,90%",0,"27,00%",0
17249,"44,80%",0,"14,00%",0
17250,"91,60%",4,"45,00%",1
17251,"31,10%",2,"34,00%",0
17252,"8,70%",0,"7,00%",0
17253,"9,50%",0,"19,00%",0
17254,"9,30%",0,"43,00%",0
17255,"60,20%",0,"3,00%",0
17256,"84,40%",1,"17,00%",0
17257,"15,60%",0,"24,00%",0
17258,"45,80%",2,"14,00%",0
17259,"45,50%",2,"27,00%",1
17260,"26,60%",1,"18,00%",0
17261,"42,60%",0,"28,00%",0
17262,"59,70%",0,"43,00%",0
17263,"11,70%",0,"18,00%",0
17264,"20,90%",0,"15,00%",0
17265,"52,80%",0,"24,00%",0
17266,"77,00%",0,"39,00%",0
17267,"1,60%",0,"23,00%",0
17268,"9,40%",0,"44,00%",0
17269,"1,80%",0,"46,00%",1
17270,"20,00%",3,"31,00%",1
17271,"5,60%",0,"18,00%",0
17272,"19,30%",0,"3,00%",0
17273,"58,80%",0,"34,00%",0
17274,"66,20%",0,"18,00%",0
17275,"3,20%",1,"12,00%",0
17276,"5,60%",0,"28,00%",0
17277,"11,30%",0,"6,00%",0
17278,"3,80%",0,"16,00%",0
17279,"84,80%",2,"23,00%",0
17280,"16,80%",1,"29,00%",0
17281,"0,20%",0,"45,00%",0
17282,"23,70%",0,"20,00%",0
17283,"15,30%",0,"26,00%",0
17284,"66,40%",0,"18,00%",0
17285,"23,10%",0,"17,00%",0
17286,"78,30%",0,"20,00%",0
17287,"2,00%",0,"13,00%",0
17288,"24,20%",1,"7,00%",0
17289,"50,70%",0,"46,00%",0
17290,"10,30%",4,"19,00%",0
17291,"15,10%",1,"19,00%",0
17292,"26,70%",1,"9,00%",0
17293,"56,60%",0,"33,00%",0
17294,"59,20%",1,"28,00%",0
17295,"29,40%",2,"49,00%",1
17296,"15,70%",0,"15,00%",0
17297,"10,70%",0,"18,00%",0
17298,"0,60%",0,"21,00%",0
17299,"3,10%",2,"26,00%",1
17300,"5,70%",0,"22,00%",0
17301,"7,30%",0,"28,00%",0
17302,"82,90%",2,"49,00%",0
17303,"60,40%",2,"21,00%",0
17304,"44,10%",1,"69,00%",1
17305,"54,10%",0,"10,00%",0
17306,"70,90%",1,"5,00%",0
17307,"62,30%",1,"6,00%",0
17308,"73,90%",1,"20,00%",0
17309,"5,80%",0,"8,00%",0
17310,"49,00%",0,"37,00%",0
17311,"43,80%",1,"30,00%",0
17312,"11,40%",2,"7,00%",0
17313,"17,60%",0,"15,00%",0
17314,"50,30%",1,"40,00%",0
17315,"34,30%",1,"19,00%",0
17316,"10,60%",2,"7,00%",1
17317,"87,10%",2,"16,00%",0
17318,"65,70%",0,"27,00%",1
17319,"70,10%",0,"30,00%",0
17320,"34,00%",0,"47,00%",0
17321,"53,20%",1,"9,00%",1
17322,"72,30%",2,"40,00%",0
17323,"7,30%",0,"40,00%",1
17324,"71,60%",1,"38,00%",1
17325,"76,70%",3,"14,00%",1
17326,"18,50%",0,"11,00%",0
17327,"53,30%",0,"26,00%",0
17328,"13,30%",0,"22,00%",0
17329,"26,10%",1,"35,00%",1
17330,"49,00%",1,"37,00%",0
17331,"28,20%",0,"8,00%",0
17332,"99,70%",2,"30,00%",0
17333,"26,30%",1,"29,00%",0
17334,"78,60%",2,"48,00%",0
17335,"53,50%",1,"34,00%",0
17336,"6,30%",0,"20,00%",0
17337,"30,50%",0,"19,00%",0
17338,"2,80%",0,"37,00%",0
17339,"21,70%",0,"36,00%",0
17340,"44,90%",0,"4,00%",0
17341,"7,30%",0,"18,00%",0
17342,"18,00%",0,"50,00%",0
17343,"21,60%",0,"27,00%",0
17344,"28,70%",0,"20,00%",0
17345,"34,70%",3,"4,00%",0
17346,"6,70%",0,"31,00%",0
17347,"74,00%",2,"27,00%",1
17348,"34,30%",0,"28,00%",0
17349,"67,60%",1,"21,00%",0
17350,"0,10%",0,"25,00%",0
17351,"32,60%",0,"18,00%",0
17352,"44,30%",2,"52,00%",0
17353,"10,40%",3,"41,00%",0
17354,"16,90%",0,"37,00%",0
17355,"7,80%",0,"10,00%",0
17356,"25,20%",2,"59,00%",1
17357,"8,30%",2,"20,00%",0
17358,"3,50%",1,"27,00%",0
17359,"46,20%",1,"54,00%",1
17360,"56,10%",0,"28,00%",1
17361,"39,10%",0,"50,00%",1
17362,"5,70%",0,"7,00%",0
17363,"62,00%",2,"64,00%",1
17364,"47,80%",0,"31,00%",0
17365,"52,00%",0,"38,00%",1
17366,"34,90%",1,"30,00%",0
17367,"56,50%",2,"38,00%",0
17368,"18,90%",0,"12,00%",0
17369,"3,90%",0,"11,00%",0
17370,"1,60%",0,"4,00%",0
17371,"70,10%",1,"29,00%",1
17372,"42,00%",2,"39,00%",0
17373,"46,30%",1,"49,00%",0
17374,"49,80%",0,"50,00%",0
17375,"41,90%",1,"43,00%",0
17376,"54,20%",2,"25,00%",1
17377,"20,20%",0,"56,00%",0
17378,"58,60%",1,"73,00%",1
17379,"88,60%",0,"22,00%",1
17380,"5,20%",0,"15,00%",0
17381,"39,00%",2,"31,00%",0
17382,"9,00%",0,"7,00%",0
17383,"9,10%",0,"31,00%",0
17384,"10,10%",0,"17,00%",0
17385,"25,10%",0,"27,00%",0
17386,"7,40%",1,"15,00%",0
17387,"5,40%",0,"22,00%",0
17388,"68,80%",1,"31,00%",0
17389,"7,60%",1,"33,00%",1
17390,"21,20%",0,"21,00%",0
17391,"6,50%",0,"42,00%",0
17392,"19,60%",2,"46,00%",1
17393,"19,80%",0,"28,00%",0
17394,"54,60%",1,"18,00%",0
17395,"47,50%",3,"28,00%",1
17396,"26,00%",2,"26,00%",0
17397,"27,70%",0,"17,00%",0
17398,"62,10%",0,"21,00%",0
17399,"6,30%",0,"4,00%",0
17400,"17,80%",0,"18,00%",0
17401,"7,10%",0,"0,00%",0
17402,"70,10%",3,"43,00%",0
17403,"16,90%",1,"19,00%",0
17404,"4,40%",0,"7,00%",0
17405,"7,90%",0,"18,00%",0
17406,"6,90%",2,"41,00%",0
17407,"71,60%",2,"44,00%",0
17408,"15,60%",0,"24,00%",0
17409,"27,70%",0,"25,00%",0
17410,"15,20%",0,"43,00%",0
17411,"12,00%",0,"9,00%",0
17412,"58,20%",0,"20,00%",0
17413,"67,30%",0,"10,00%",0
17414,"4,30%",0,"7,00%",0
17415,"60,10%",2,"31,00%",1
17416,"54,40%",4,"36,00%",1
17417,"9,40%",0,"13,00%",0
17418,"30,00%",0,"5,00%",0
17419,"4,50%",0,"11,00%",0
17420,"13,40%",0,"26,00%",0
17421,"36,40%",0,"9,00%",0
17422,"17,10%",1,"37,00%",0
17423,"8,30%",0,"16,00%",0
17424,"18,70%",0,"14,00%",0
17425,"9,80%",0,"29,00%",0
17426,"0,10%",0,"17,00%",0
17427,"6,60%",0,"9,00%",0
17428,"57,30%",0,"46,00%",0
17429,"64,10%",0,"34,00%",0
17430,"56,30%",3,"49,00%",1
17431,"60,70%",0,"21,00%",0
17432,"60,50%",0,"42,00%",0
17433,"12,10%",0,"39,00%",0
17434,"15,80%",1,"40,00%",0
17435,"54,70%",0,"31,00%",0
17436,"1,60%",0,"30,00%",0
17437,"48,90%",3,"48,00%",1
17438,"13,80%",2,"17,00%",0
17439,"24,50%",0,"20,00%",0
17440,"68,70%",0,"32,00%",1
17441,"52,70%",0,"36,00%",0
17442,"24,20%",1,"52,00%",1
17443,"16,30%",0,"5,00%",0
17444,"3,80%",0,"27,00%",0
17445,"11,50%",0,"13,00%",0
17446,"31,80%",1,"60,00%",1
17447,"6,80%",0,"33,00%",0
17448,"57,10%",2,"34,00%",0
17449,"32,30%",3,"20,00%",1
17450,"37,40%",0,"8,00%",0
17451,"27,40%",3,"51,00%",1
17452,"7,70%",0,"30,00%",0
17453,"21,70%",0,"31,00%",0
17454,"52,60%",0,"38,00%",1
17455,"47,70%",0,"31,00%",0
17456,"41,50%",0,"27,00%",0
17457,"5,80%",0,"29,00%",0
17458,"9,00%",0,"18,00%",0
17459,"6,20%",0,"11,00%",0
17460,"53,90%",2,"17,00%",1
17461,"33,20%",0,"20,00%",0
17462,"26,10%",1,"8,00%",0
17463,"4,40%",0,"10,00%",0
17464,"50,20%",1,"71,00%",1
17465,"10,10%",2,"23,00%",0
17466,"3,40%",1,"7,00%",0
17467,"70,10%",1,"51,00%",1
17468,"30,70%",0,"13,00%",0
17469,"51,90%",2,"34,00%",0
17470,"16,10%",2,"2,00%",0
17471,"14,10%",0,"24,00%",0
17472,"26,50%",0,"60,00%",1
17473,"32,30%",0,"7,00%",0
17474,"48,10%",2,"12,00%",0
17475,"19,00%",0,"18,00%",0
17476,"47,90%",1,"22,00%",0
17477,"12,30%",2,"17,00%",0
17478,"46,10%",0,"38,00%",0
17479,"21,80%",0,"10,00%",0
17480,"28,80%",0,"51,00%",0
17481,"39,20%",1,"29,00%",0
17482,"82,80%",0,"2,00%",1
17483,"5,80%",0,"45,00%",0
17484,"12,80%",0,"15,00%",0
17485,"23,30%",0,"26,00%",0
17486,"8,20%",0,"39,00%",0
17487,"51,70%",0,"15,00%",0
17488,"65,70%",0,"57,00%",1
17489,"40,50%",2,"3,00%",0
17490,"66,80%",1,"34,00%",1
17491,"17,60%",2,"9,00%",1
17492,"52,00%",2,"3,00%",0
17493,"26,00%",0,"38,00%",1
17494,"69,40%",0,"10,00%",0
17495,"46,40%",1,"14,00%",0
17496,"33,20%",1,"42,00%",0
17497,"77,60%",0,"50,00%",0
17498,"75,30%",3,"9,00%",0
17499,"64,70%",1,"27,00%",0
17500,"10,70%",4,"36,00%",1
17501,"13,60%",0,"9,00%",0
17502,"61,80%",2,"29,00%",0
17503,"8,00%",0,"10,00%",0
17504,"10,30%",0,"8,00%",0
17505,"53,60%",0,"52,00%",0
17506,"8,20%",0,"19,00%",0
17507,"24,10%",0,"3,00%",0
17508,"29,60%",0,"21,00%",0
17509,"55,00%",0,"51,00%",0
17510,"30,60%",2,"22,00%",0
17511,"35,20%",0,"16,00%",0
17512,"87,30%",1,"29,00%",1
17513,"25,70%",2,"38,00%",0
17514,"27,40%",0,"50,00%",0
17515,"22,90%",0,"25,00%",0
17516,"19,10%",1,"26,00%",0
17517,"7,50%",2,"27,00%",1
17518,"20,70%",0,"35,00%",0
17519,"48,70%",1,"21,00%",0
17520,"32,40%",0,"22,00%",0
17521,"31,80%",0,"14,00%",0
17522,"85,80%",0,"16,00%",1
17523,"14,00%",0,"21,00%",0
17524,"26,20%",1,"44,00%",0
17525,"84,20%",2,"30,00%",1
